Time - RF	Amplitude - RF	Time - CRF	Amplitude - CRF	
221	-32	221	-20	
222	-32	222	-20	
223	-32	223	-20	
224	-32	224	-20	
225	-32	225	-20	
226	-32	226	-20	
227	-32	227	-20	
228	-32	228	-20	
229	-32	229	-20	
230	-32	230	-20	
231	-32	231	-20	
232	-32	232	-20	
233	-32	233	-20	
234	-32	234	-20	
235	-32	235	-20	
236	-32	236	-20	
237	-32	237	-20	
238	-32	238	-20	
239	-33	239	-20	
240	-33	240	-20	
241	-33	241	-20	
242	-33	242	-20	
243	-33	243	-20	
244	-33	244	-20	
245	-33	245	-20	
246	-33	246	-20	
247	-33	247	-20	
248	-33	248	-20	
249	-33	249	-20	
250	-34	250	-20	
251	-34	251	-20	
252	-34	252	-20	
253	-34	253	-20	
254	-34	254	-20	
255	-34	255	-20	
256	-34	256	-20	
257	-34	257	-20	
258	-34	258	-20	
259	-34	259	-20	
260	-34	260	-20	
261	-34	261	-20	
262	-34	262	-20	
263	-34	263	-20	
264	-34	264	-20	
265	-34	265	-20	
266	-34	266	-19	
267	-34	267	-19	
268	-34	268	-19	
269	-34	269	-19	
270	-34	270	-19	
271	-34	271	-19	
272	-34	272	-19	
273	-33	273	-19	
274	-33	274	-19	
275	-33	275	-19	
276	-33	276	-19	
277	-33	277	-19	
278	-33	278	-19	
279	-33	279	-19	
280	-33	280	-19	
281	-33	281	-19	
282	-33	282	-19	
283	-32	283	-19	
284	-32	284	-19	
285	-32	285	-19	
286	-32	286	-19	
287	-32	287	-19	
288	-32	288	-19	
289	-33	289	-19	
290	-33	290	-19	
291	-33	291	-19	
292	-33	292	-19	
293	-33	293	-19	
294	-33	294	-19	
295	-33	295	-19	
296	-33	296	-19	
297	-33	297	-19	
298	-33	298	-19	
299	-33	299	-19	
300	-33	300	-19	
301	-34	301	-19	
302	-34	302	-19	
303	-34	303	-19	
304	-34	304	-18	
305	-34	305	-18	
306	-34	306	-18	
307	-34	307	-18	
308	-34	308	-18	
309	-33	309	-18	
310	-33	310	-18	
311	-33	311	-18	
312	-33	312	-18	
313	-33	313	-18	
314	-33	314	-18	
315	-33	315	-18	
316	-33	316	-17	
317	-32	317	-17	
318	-32	318	-17	
319	-32	319	-17	
320	-32	320	-17	
321	-32	321	-17	
322	-32	322	-17	
323	-31	323	-17	
324	-31	324	-17	
325	-31	325	-17	
326	-31	326	-17	
327	-31	327	-17	
328	-31	328	-16	
329	-31	329	-16	
330	-31	330	-16	
331	-31	331	-16	
332	-31	332	-16	
333	-31	333	-16	
334	-30	334	-16	
335	-30	335	-16	
336	-30	336	-16	
337	-30	337	-16	
338	-30	338	-16	
339	-30	339	-16	
340	-30	340	-15	
341	-30	341	-15	
342	-30	342	-15	
343	-30	343	-15	
344	-30	344	-15	
345	-30	345	-15	
346	-30	346	-15	
347	-30	347	-15	
348	-30	348	-15	
349	-30	349	-15	
350	-30	350	-15	
351	-30	351	-15	
352	-30	352	-15	
353	-30	353	-15	
354	-30	354	-15	
355	-30	355	-15	
356	-30	356	-15	
357	-30	357	-15	
358	-30	358	-15	
359	-30	359	-15	
360	-29	360	-15	
361	-29	361	-15	
362	-29	362	-15	
363	-29	363	-15	
364	-29	364	-15	
365	-29	365	-15	
366	-29	366	-14	
367	-29	367	-14	
368	-29	368	-14	
369	-29	369	-14	
370	-29	370	-14	
371	-29	371	-14	
372	-29	372	-14	
373	-28	373	-14	
374	-28	374	-14	
375	-28	375	-14	
376	-28	376	-14	
377	-28	377	-14	
378	-27	378	-13	
379	-27	379	-13	
380	-27	380	-13	
381	-27	381	-13	
382	-26	382	-13	
383	-26	383	-13	
384	-26	384	-13	
385	-26	385	-13	
386	-25	386	-13	
387	-25	387	-13	
388	-25	388	-13	
389	-25	389	-13	
390	-24	390	-13	
391	-24	391	-13	
392	-24	392	-12	
393	-24	393	-12	
394	-23	394	-12	
395	-23	395	-12	
396	-23	396	-12	
397	-23	397	-11	
398	-22	398	-11	
399	-22	399	-11	
400	-22	400	-11	
401	-22	401	-10	
402	-21	402	-10	
403	-21	403	-10	
404	-21	404	-9	
405	-21	405	-9	
406	-21	406	-9	
407	-20	407	-9	
408	-20	408	-9	
409	-20	409	-9	
410	-20	410	-8	
411	-19	411	-8	
412	-19	412	-8	
413	-19	413	-8	
414	-19	414	-8	
415	-19	415	-8	
416	-19	416	-7	
417	-18	417	-7	
418	-18	418	-7	
419	-18	419	-7	
420	-18	420	-7	
421	-18	421	-7	
422	-18	422	-7	
423	-17	423	-7	
424	-17	424	-7	
425	-17	425	-7	
426	-17	426	-7	
427	-17	427	-7	
428	-17	428	-7	
429	-17	429	-6	
430	-16	430	-6	
431	-16	431	-6	
432	-16	432	-6	
433	-16	433	-6	
434	-16	434	-6	
435	-16	435	-6	
436	-15	436	-5	
437	-15	437	-5	
438	-15	438	-5	
439	-15	439	-5	
440	-14	440	-5	
441	-14	441	-5	
442	-14	442	-4	
443	-14	443	-4	
444	-13	444	-4	
445	-13	445	-4	
446	-13	446	-4	
447	-13	447	-4	
448	-12	448	-4	
449	-12	449	-4	
450	-12	450	-4	
451	-12	451	-4	
452	-12	452	-4	
453	-12	453	-4	
454	-11	454	-3	
455	-11	455	-3	
456	-11	456	-3	
457	-11	457	-3	
458	-11	458	-3	
459	-11	459	-3	
460	-11	460	-3	
461	-10	461	-2	
462	-10	462	-2	
463	-10	463	-2	
464	-10	464	-2	
465	-9	465	-2	
466	-9	466	-2	
467	-9	467	-1	
468	-9	468	-1	
469	-9	469	-1	
470	-8	470	-1	
471	-8	471	-1	
472	-8	472	-1	
473	-7	473	0	
474	-7	474	0	
475	-7	475	0	
476	-7	476	0	
477	-6	477	0	
478	-6	478	0	
479	-6	479	1	
480	-6	480	1	
481	-6	481	1	
482	-5	482	1	
483	-5	483	2	
484	-5	484	2	
485	-5	485	2	
486	-4	486	2	
487	-4	487	3	
488	-4	488	3	
489	-4	489	3	
490	-4	490	3	
491	-4	491	3	
492	-3	492	4	
493	-3	493	4	
494	-3	494	4	
495	-3	495	4	
496	-3	496	4	
497	-3	497	4	
498	-2	498	4	
499	-2	499	4	
500	-2	500	4	
501	-2	501	4	
502	-2	502	4	
503	-1	503	5	
504	-1	504	5	
505	-1	505	5	
506	-1	506	5	
507	0	507	5	
508	0	508	5	
509	0	509	5	
510	0	510	5	
511	1	511	6	
512	1	512	6	
513	1	513	6	
514	1	514	6	
515	1	515	6	
516	1	516	6	
517	2	517	7	
518	2	518	7	
519	2	519	7	
520	2	520	7	
521	2	521	7	
522	2	522	7	
523	3	523	8	
524	3	524	8	
525	3	525	8	
526	3	526	8	
527	3	527	8	
528	4	528	8	
529	4	529	9	
530	4	530	9	
531	4	531	9	
532	5	532	9	
533	5	533	9	
534	5	534	9	
535	5	535	10	
536	6	536	10	
537	6	537	10	
538	6	538	10	
539	7	539	10	
540	7	540	10	
541	7	541	10	
542	8	542	11	
543	8	543	11	
544	8	544	11	
545	9	545	11	
546	9	546	11	
547	9	547	11	
548	9	548	12	
549	10	549	12	
550	10	550	12	
551	10	551	12	
552	10	552	12	
553	10	553	12	
554	11	554	13	
555	11	555	13	
556	11	556	13	
557	11	557	13	
558	11	558	13	
559	11	559	13	
560	11	560	14	
561	12	561	14	
562	12	562	14	
563	12	563	14	
564	12	564	14	
565	13	565	14	
566	13	566	14	
567	13	567	15	
568	13	568	15	
569	13	569	15	
570	14	570	15	
571	14	571	15	
572	14	572	15	
573	15	573	15	
574	15	574	15	
575	15	575	15	
576	15	576	15	
577	16	577	15	
578	16	578	16	
579	16	579	16	
580	16	580	16	
581	17	581	16	
582	17	582	16	
583	17	583	16	
584	17	584	16	
585	17	585	16	
586	18	586	16	
587	18	587	16	
588	18	588	16	
589	18	589	16	
590	18	590	17	
591	18	591	17	
592	18	592	17	
593	18	593	17	
594	18	594	17	
595	18	595	17	
596	18	596	17	
597	18	597	17	
598	18	598	17	
599	18	599	17	
600	18	600	17	
601	18	601	17	
602	18	602	17	
603	19	603	17	
604	19	604	17	
605	19	605	17	
606	19	606	17	
607	20	607	17	
608	20	608	17	
609	20	609	17	
610	20	610	17	
611	21	611	18	
612	21	612	18	
613	21	613	18	
614	21	614	18	
615	21	615	18	
616	21	616	18	
617	22	617	19	
618	22	618	19	
619	22	619	19	
620	22	620	19	
621	22	621	19	
622	22	622	19	
623	23	623	19	
624	23	624	19	
625	23	625	19	
626	23	626	19	
627	23	627	20	
628	23	628	20	
629	24	629	20	
630	24	630	20	
631	24	631	20	
632	24	632	20	
633	24	633	20	
634	24	634	20	
635	24	635	20	
636	25	636	20	
637	25	637	20	
638	25	638	20	
639	25	639	20	
640	25	640	20	
641	25	641	20	
642	26	642	20	
643	26	643	20	
644	26	644	20	
645	26	645	20	
646	26	646	20	
647	26	647	20	
648	27	648	20	
649	27	649	20	
650	27	650	20	
651	27	651	20	
652	27	652	20	
653	27	653	20	
654	27	654	21	
655	27	655	21	
656	27	656	21	
657	27	657	21	
658	27	658	21	
659	27	659	21	
660	28	660	22	
661	28	661	22	
662	28	662	22	
663	28	663	22	
664	28	664	22	
665	28	665	22	
666	28	666	23	
667	29	667	23	
668	29	668	23	
669	29	669	23	
670	29	670	23	
671	29	671	23	
672	29	672	23	
673	30	673	23	
674	30	674	23	
675	30	675	23	
676	30	676	23	
677	30	677	23	
678	30	678	23	
679	30	679	23	
680	30	680	23	
681	30	681	23	
682	30	682	23	
683	30	683	23	
684	30	684	23	
685	31	685	23	
686	31	686	23	
687	31	687	23	
688	31	688	23	
689	31	689	23	
690	31	690	23	
691	31	691	23	
692	31	692	23	
693	31	693	23	
694	31	694	22	
695	31	695	22	
696	31	696	22	
697	32	697	22	
698	32	698	22	
699	32	699	22	
700	32	700	22	
701	32	701	22	
702	32	702	22	
703	32	703	22	
704	32	704	22	
705	32	705	22	
706	32	706	22	
707	32	707	22	
708	32	708	22	
709	33	709	22	
710	33	710	22	
711	33	711	22	
712	33	712	22	
713	33	713	22	
714	33	714	22	
715	33	715	22	
716	33	716	22	
717	33	717	22	
718	33	718	22	
719	33	719	22	
720	33	720	22	
721	33	721	22	
722	33	722	22	
723	33	723	22	
724	33	724	22	
725	33	725	22	
726	33	726	22	
727	33	727	22	
728	33	728	22	
729	33	729	22	
730	33	730	22	
731	33	731	22	
732	33	732	22	
733	33	733	22	
734	33	734	22	
735	33	735	22	
736	33	736	22	
737	33	737	22	
738	33	738	22	
739	33	739	22	
740	33	740	22	
741	33	741	22	
742	33	742	22	
743	33	743	22	
744	33	744	22	
745	33	745	22	
746	33	746	22	
747	33	747	22	
748	33	748	22	
749	33	749	22	
750	33	750	22	
751	32	751	22	
752	32	752	22	
753	32	753	22	
754	32	754	22	
755	32	755	22	
756	32	756	22	
757	32	757	21	
758	32	758	21	
759	32	759	21	
760	32	760	21	
761	32	761	21	
762	32	762	21	
763	31	763	21	
764	31	764	21	
765	31	765	21	
766	31	766	21	
767	31	767	21	
768	31	768	21	
769	31	769	21	
770	31	770	21	
771	31	771	21	
772	31	772	21	
773	31	773	21	
774	31	774	21	
775	31	775	21	
776	31	776	21	
777	31	777	21	
778	31	778	21	
779	31	779	21	
780	31	780	21	
781	31	781	21	
782	31	782	21	
783	31	783	21	
784	31	784	21	
785	31	785	21	
786	31	786	21	
787	31	787	21	
788	31	788	21	
789	30	789	21	
790	30	790	21	
791	30	791	21	
792	30	792	21	
793	30	793	21	
794	30	794	21	
795	30	795	20	
796	30	796	20	
797	30	797	20	
798	30	798	20	
799	30	799	20	
800	30	800	20	
801	29	801	20	
802	29	802	20	
803	29	803	20	
804	29	804	20	
805	29	805	20	
806	29	806	19	
807	29	807	19	
808	29	808	19	
809	29	809	19	
810	29	810	19	
811	29	811	19	
812	29	812	18	
813	28	813	18	
814	28	814	18	
815	28	815	18	
816	28	816	18	
817	28	817	18	
818	28	818	18	
819	28	819	17	
820	28	820	17	
821	28	821	17	
822	28	822	17	
823	28	823	17	
824	28	824	17	
825	27	825	17	
826	27	826	17	
827	27	827	17	
828	27	828	17	
829	27	829	17	
830	27	830	17	
831	26	831	16	
832	26	832	16	
833	26	833	16	
834	26	834	16	
835	26	835	16	
836	26	836	16	
837	25	837	15	
838	25	838	15	
839	25	839	15	
840	25	840	15	
841	25	841	15	
842	25	842	15	
843	25	843	14	
844	24	844	14	
845	24	845	14	
846	24	846	14	
847	24	847	14	
848	24	848	14	
849	24	849	13	
850	23	850	13	
851	23	851	13	
852	23	852	13	
853	23	853	13	
854	23	854	13	
855	23	855	13	
856	22	856	13	
857	22	857	13	
858	22	858	13	
859	22	859	13	
860	22	860	13	
861	22	861	13	
862	22	862	13	
863	21	863	13	
864	21	864	13	
865	21	865	13	
866	21	866	13	
867	21	867	13	
868	21	868	13	
869	21	869	12	
870	21	870	12	
871	21	871	12	
872	21	872	12	
873	21	873	12	
874	21	874	12	
875	20	875	11	
876	20	876	11	
877	20	877	11	
878	20	878	11	
879	20	879	11	
880	20	880	11	
881	20	881	10	
882	19	882	10	
883	19	883	10	
884	19	884	10	
885	19	885	10	
886	19	886	10	
887	18	887	10	
888	18	888	9	
889	18	889	9	
890	18	890	9	
891	17	891	9	
892	17	892	9	
893	17	893	8	
894	17	894	8	
895	17	895	8	
896	16	896	8	
897	16	897	7	
898	16	898	7	
899	16	899	7	
900	15	900	7	
901	15	901	6	
902	15	902	6	
903	15	903	6	
904	14	904	6	
905	14	905	6	
906	14	906	6	
907	14	907	6	
908	13	908	6	
909	13	909	6	
910	13	910	6	
911	13	911	6	
912	12	912	6	
913	12	913	6	
914	12	914	6	
915	12	915	6	
916	11	916	6	
917	11	917	6	
918	11	918	6	
919	11	919	5	
920	10	920	5	
921	10	921	5	
922	10	922	5	
923	10	923	5	
924	10	924	5	
925	9	925	5	
926	9	926	4	
927	9	927	4	
928	8	928	4	
929	8	929	4	
930	8	930	4	
931	8	931	3	
932	8	932	3	
933	7	933	3	
934	7	934	2	
935	7	935	2	
936	7	936	2	
937	6	937	2	
938	6	938	2	
939	6	939	1	
940	6	940	1	
941	6	941	1	
942	6	942	1	
943	6	943	1	
944	5	944	0	
945	5	945	0	
946	5	946	0	
947	5	947	0	
948	5	948	0	
949	5	949	0	
950	4	950	0	
951	4	951	0	
952	4	952	0	
953	4	953	0	
954	3	954	0	
955	3	955	0	
956	3	956	-1	
957	3	957	-1	
958	2	958	-1	
959	2	959	-1	
960	2	960	-1	
961	2	961	-1	
962	1	962	-2	
963	1	963	-2	
964	1	964	-2	
965	1	965	-2	
966	0	966	-2	
967	0	967	-2	
968	0	968	-3	
969	0	969	-3	
970	-1	970	-3	
971	-1	971	-3	
972	-1	972	-3	
973	-1	973	-3	
974	-1	974	-3	
975	-2	975	-4	
976	-2	976	-4	
977	-2	977	-4	
978	-2	978	-4	
979	-3	979	-4	
980	-3	980	-4	
981	-3	981	-5	
982	-3	982	-5	
983	-4	983	-5	
984	-4	984	-5	
985	-4	985	-5	
986	-4	986	-5	
987	-5	987	-6	
988	-5	988	-6	
989	-5	989	-6	
990	-5	990	-6	
991	-6	991	-6	
992	-6	992	-6	
993	-6	993	-6	
994	-6	994	-7	
995	-7	995	-7	
996	-7	996	-7	
997	-7	997	-7	
998	-7	998	-7	
999	-7	999	-7	
1000	-8	1000	-7	
1001	-8	1001	-7	
1002	-8	1002	-7	
1003	-8	1003	-7	
1004	-9	1004	-7	
1005	-9	1005	-7	
1006	-9	1006	-8	
1007	-9	1007	-8	
1008	-10	1008	-8	
1009	-10	1009	-8	
1010	-10	1010	-8	
1011	-10	1011	-8	
1012	-11	1012	-8	
1013	-11	1013	-9	
1014	-11	1014	-9	
1015	-12	1015	-9	
1016	-12	1016	-9	
1017	-12	1017	-9	
1018	-13	1018	-10	
1019	-13	1019	-10	
1020	-13	1020	-10	
1021	-14	1021	-10	
1022	-14	1022	-11	
1023	-14	1023	-11	
1024	-14	1024	-11	
1025	-15	1025	-11	
1026	-15	1026	-12	
1027	-15	1027	-12	
1028	-15	1028	-12	
1029	-15	1029	-12	
1030	-15	1030	-12	
1031	-15	1031	-13	
1032	-15	1032	-13	
1033	-15	1033	-13	
1034	-15	1034	-13	
1035	-15	1035	-13	
1036	-15	1036	-13	
1037	-16	1037	-13	
1038	-16	1038	-13	
1039	-16	1039	-13	
1040	-16	1040	-13	
1041	-16	1041	-13	
1042	-16	1042	-13	
1043	-16	1043	-13	
1044	-17	1044	-14	
1045	-17	1045	-14	
1046	-17	1046	-14	
1047	-17	1047	-14	
1048	-17	1048	-14	
1049	-17	1049	-14	
1050	-18	1050	-14	
1051	-18	1051	-14	
1052	-18	1052	-14	
1053	-18	1053	-14	
1054	-18	1054	-14	
1055	-18	1055	-14	
1056	-18	1056	-15	
1057	-19	1057	-15	
1058	-19	1058	-15	
1059	-19	1059	-15	
1060	-19	1060	-15	
1061	-19	1061	-15	
1062	-20	1062	-15	
1063	-20	1063	-15	
1064	-20	1064	-15	
1065	-20	1065	-15	
1066	-21	1066	-15	
1067	-21	1067	-15	
1068	-21	1068	-15	
1069	-21	1069	-15	
1070	-22	1070	-15	
1071	-22	1071	-15	
1072	-22	1072	-15	
1073	-22	1073	-15	
1074	-22	1074	-15	
1075	-23	1075	-15	
1076	-23	1076	-15	
1077	-23	1077	-15	
1078	-23	1078	-15	
1079	-23	1079	-15	
1080	-23	1080	-15	
1081	-24	1081	-16	
1082	-24	1082	-16	
1083	-24	1083	-16	
1084	-24	1084	-16	
1085	-24	1085	-16	
1086	-24	1086	-16	
1087	-25	1087	-16	
1088	-25	1088	-17	
1089	-25	1089	-17	
1090	-25	1090	-17	
1091	-25	1091	-17	
1092	-25	1092	-17	
1093	-26	1093	-18	
1094	-26	1094	-18	
1095	-26	1095	-18	
1096	-26	1096	-18	
1097	-26	1097	-18	
1098	-26	1098	-18	
1099	-26	1099	-19	
1100	-26	1100	-19	
1101	-26	1101	-19	
1102	-26	1102	-19	
1103	-26	1103	-19	
1104	-26	1104	-19	
1105	-26	1105	-19	
1106	-26	1106	-20	
1107	-26	1107	-20	
1108	-26	1108	-20	
1109	-26	1109	-20	
1110	-26	1110	-20	
1111	-26	1111	-20	
1112	-26	1112	-20	
1113	-27	1113	-20	
1114	-27	1114	-20	
1115	-27	1115	-20	
1116	-27	1116	-20	
1117	-27	1117	-20	
1118	-27	1118	-20	
1119	-27	1119	-21	
1120	-28	1120	-21	
1121	-28	1121	-21	
1122	-28	1122	-21	
1123	-28	1123	-21	
1124	-29	1124	-21	
1125	-29	1125	-21	
1126	-29	1126	-21	
1127	-29	1127	-21	
1128	-30	1128	-21	
1129	-30	1129	-21	
1130	-30	1130	-21	
1131	-30	1131	-21	
1132	-31	1132	-21	
1133	-31	1133	-21	
1134	-31	1134	-21	
1135	-31	1135	-21	
1136	-31	1136	-21	
1137	-31	1137	-21	
1138	-31	1138	-21	
1139	-32	1139	-21	
1140	-32	1140	-21	
1141	-32	1141	-21	
1142	-32	1142	-21	
1143	-31	1143	-21	
1144	-31	1144	-21	
1145	-31	1145	-21	
1146	-31	1146	-21	
1147	-31	1147	-21	
1148	-31	1148	-21	
1149	-31	1149	-21	
1150	-31	1150	-21	
1151	-32	1151	-21	
1152	-32	1152	-21	
1153	-32	1153	-21	
1154	-32	1154	-21	
1155	-32	1155	-21	
1156	-32	1156	-21	
1157	-32	1157	-22	
1158	-32	1158	-22	
1159	-32	1159	-22	
1160	-32	1160	-22	
1161	-32	1161	-22	
1162	-32	1162	-22	
1163	-33	1163	-22	
1164	-33	1164	-22	
1165	-33	1165	-22	
1166	-33	1166	-22	
1167	-33	1167	-22	
1168	-33	1168	-22	
1169	-33	1169	-22	
1170	-33	1170	-22	
1171	-33	1171	-22	
1172	-33	1172	-22	
1173	-33	1173	-22	
1174	-33	1174	-22	
1175	-33	1175	-22	
1176	-33	1176	-22	
1177	-33	1177	-22	
1178	-33	1178	-22	
1179	-33	1179	-21	
1180	-33	1180	-21	
1181	-33	1181	-21	
1182	-33	1182	-21	
1183	-33	1183	-21	
1184	-33	1184	-21	
1185	-32	1185	-21	
1186	-32	1186	-20	
1187	-32	1187	-20	
1188	-32	1188	-20	
1189	-32	1189	-20	
1190	-32	1190	-20	
1191	-32	1191	-20	
1192	-32	1192	-19	
1193	-32	1193	-19	
1194	-32	1194	-19	
1195	-32	1195	-19	
1196	-32	1196	-19	
1197	-32	1197	-19	
1198	-32	1198	-19	
1199	-32	1199	-19	
1200	-32	1200	-19	
1201	-33	1201	-18	
1202	-33	1202	-18	
1203	-33	1203	-18	
1204	-33	1204	-18	
1205	-33	1205	-18	
1206	-33	1206	-18	
1207	-33	1207	-19	
1208	-33	1208	-19	
1209	-33	1209	-19	
1210	-33	1210	-19	
1211	-33	1211	-19	
1212	-33	1212	-19	
1213	-33	1213	-19	
1214	-33	1214	-19	
1215	-33	1215	-19	
1216	-33	1216	-19	
1217	-33	1217	-19	
1218	-33	1218	-19	
1219	-33	1219	-19	
1220	-33	1220	-19	
1221	-33	1221	-19	
1222	-32	1222	-20	
1223	-32	1223	-20	
1224	-32	1224	-20	
1225	-32	1225	-20	
1226	-32	1226	-19	
1227	-32	1227	-19	
1228	-32	1228	-19	
1229	-32	1229	-19	
1230	-32	1230	-19	
1231	-32	1231	-19	
1232	-32	1232	-19	
1233	-32	1233	-19	
1234	-32	1234	-19	
1235	-32	1235	-19	
1236	-32	1236	-19	
1237	-32	1237	-19	
1238	-32	1238	-19	
1239	-32	1239	-19	
1240	-32	1240	-19	
1241	-33	1241	-18	
1242	-33	1242	-18	
1243	-33	1243	-18	
1244	-33	1244	-18	
1245	-32	1245	-18	
1246	-32	1246	-18	
1247	-32	1247	-18	
1248	-32	1248	-18	
1249	-32	1249	-18	
1250	-32	1250	-18	
1251	-32	1251	-18	
1252	-32	1252	-18	
1253	-32	1253	-17	
1254	-32	1254	-17	
1255	-31	1255	-17	
1256	-31	1256	-17	
1257	-31	1257	-17	
1258	-31	1258	-17	
1259	-31	1259	-17	
1260	-31	1260	-17	
1261	-30	1261	-17	
1262	-30	1262	-17	
1263	-30	1263	-17	
1264	-30	1264	-17	
1265	-30	1265	-17	
1266	-29	1266	-16	
1267	-29	1267	-16	
1268	-29	1268	-16	
1269	-29	1269	-16	
1270	-29	1270	-16	
1271	-29	1271	-16	
1272	-29	1272	-16	
1273	-28	1273	-15	
1274	-28	1274	-15	
1275	-28	1275	-15	
1276	-28	1276	-15	
1277	-28	1277	-15	
1278	-28	1278	-15	
1279	-28	1279	-14	
1280	-28	1280	-14	
1281	-28	1281	-14	
1282	-28	1282	-14	
1283	-28	1283	-14	
1284	-28	1284	-14	
1285	-28	1285	-14	
1286	-28	1286	-14	
1287	-28	1287	-14	
1288	-28	1288	-14	
1289	-28	1289	-14	
1290	-28	1290	-14	
1291	-28	1291	-13	
1292	-28	1292	-13	
1293	-27	1293	-13	
1294	-27	1294	-13	
1295	-27	1295	-13	
1296	-27	1296	-13	
1297	-27	1297	-13	
1298	-26	1298	-12	
1299	-26	1299	-12	
1300	-26	1300	-12	
1301	-26	1301	-12	
1302	-26	1302	-12	
1303	-25	1303	-12	
