Time - RF	Amplitude - RF	Time - CRF	Amplitude - CRF	
501	-2	501	5	
502	-2	502	5	
503	-2	503	5	
504	-2	504	5	
505	-1	505	5	
506	-1	506	5	
507	-1	507	5	
508	-1	508	5	
509	-1	509	5	
510	0	510	5	
511	0	511	6	
512	0	512	6	
513	0	513	6	
514	1	514	6	
515	1	515	6	
516	1	516	6	
517	1	517	6	
518	2	518	6	
519	2	519	6	
520	2	520	6	
521	3	521	6	
522	3	522	6	
523	3	523	6	
524	4	524	6	
525	4	525	6	
526	4	526	6	
527	5	527	6	
528	5	528	6	
529	5	529	6	
530	5	530	6	
531	6	531	6	
532	6	532	6	
533	6	533	6	
534	7	534	6	
535	7	535	6	
536	7	536	6	
537	7	537	6	
538	7	538	6	
539	8	539	6	
540	8	540	6	
541	8	541	6	
542	8	542	6	
543	9	543	6	
544	9	544	6	
545	9	545	6	
546	9	546	6	
547	10	547	6	
548	10	548	6	
549	10	549	6	
550	10	550	6	
551	11	551	6	
552	11	552	6	
553	11	553	6	
554	11	554	6	
555	12	555	6	
556	12	556	6	
557	12	557	6	
558	12	558	6	
559	12	559	6	
560	12	560	7	
561	13	561	7	
562	13	562	7	
563	13	563	7	
564	13	564	7	
565	13	565	6	
566	13	566	6	
567	13	567	6	
568	14	568	6	
569	14	569	6	
570	14	570	6	
571	14	571	6	
572	14	572	6	
573	14	573	6	
574	15	574	6	
575	15	575	6	
576	15	576	6	
577	15	577	6	
578	15	578	6	
579	15	579	6	
580	16	580	6	
581	16	581	6	
582	16	582	6	
583	16	583	6	
584	16	584	6	
585	17	585	6	
586	17	586	7	
587	17	587	7	
588	17	588	7	
589	18	589	7	
590	18	590	7	
591	18	591	7	
592	18	592	7	
593	19	593	7	
594	19	594	7	
595	19	595	7	
596	19	596	7	
597	19	597	7	
598	19	598	7	
599	20	599	7	
600	20	600	7	
601	20	601	7	
602	20	602	6	
603	20	603	6	
604	20	604	6	
605	21	605	6	
606	21	606	6	
607	21	607	6	
608	21	608	6	
609	21	609	6	
610	21	610	6	
611	22	611	6	
612	22	612	6	
613	22	613	6	
614	22	614	6	
615	22	615	6	
616	22	616	6	
617	22	617	6	
618	23	618	6	
619	23	619	6	
620	23	620	6	
621	23	621	6	
622	23	622	6	
623	23	623	7	
624	24	624	7	
625	24	625	7	
626	24	626	7	
627	24	627	7	
628	24	628	6	
629	24	629	6	
630	25	630	6	
631	25	631	6	
632	25	632	6	
633	25	633	6	
634	25	634	6	
635	25	635	6	
636	25	636	6	
637	25	637	6	
638	25	638	6	
639	25	639	5	
640	25	640	5	
641	25	641	5	
642	26	642	5	
643	26	643	5	
644	26	644	5	
645	26	645	5	
646	26	646	5	
647	26	647	5	
648	26	648	5	
649	27	649	5	
650	27	650	5	
651	27	651	5	
652	27	652	5	
653	27	653	5	
654	27	654	5	
655	28	655	5	
656	28	656	5	
657	28	657	5	
658	28	658	5	
659	28	659	5	
660	28	660	6	
661	28	661	6	
662	28	662	6	
663	28	663	6	
664	28	664	6	
665	28	665	6	
666	28	666	5	
667	29	667	5	
668	29	668	5	
669	29	669	5	
670	29	670	5	
671	29	671	5	
672	29	672	5	
673	29	673	5	
674	29	674	5	
675	29	675	5	
676	29	676	4	
677	29	677	4	
678	29	678	4	
679	30	679	4	
680	30	680	4	
681	30	681	4	
682	30	682	4	
683	30	683	4	
684	30	684	4	
685	30	685	4	
686	30	686	4	
687	30	687	4	
688	30	688	4	
689	30	689	4	
690	30	690	4	
691	30	691	4	
692	30	692	4	
693	30	693	4	
694	30	694	4	
695	30	695	4	
696	30	696	4	
697	30	697	4	
698	30	698	5	
699	30	699	5	
700	30	700	5	
701	30	701	5	
702	30	702	4	
703	30	703	4	
704	30	704	4	
705	31	705	4	
706	31	706	4	
707	31	707	4	
708	31	708	4	
709	31	709	4	
710	31	710	4	
711	31	711	4	
712	31	712	4	
713	31	713	4	
714	31	714	4	
715	31	715	4	
716	32	716	4	
717	32	717	4	
718	32	718	4	
719	32	719	4	
720	32	720	4	
721	32	721	4	
722	32	722	4	
723	32	723	4	
724	32	724	4	
725	32	725	4	
726	32	726	4	
727	32	727	3	
728	32	728	3	
729	32	729	3	
730	32	730	3	
731	32	731	3	
732	32	732	3	
733	31	733	3	
734	31	734	3	
735	31	735	3	
736	31	736	3	
737	31	737	3	
738	31	738	3	
739	31	739	2	
740	31	740	2	
741	31	741	2	
742	31	742	2	
743	31	743	2	
744	31	744	2	
745	31	745	2	
746	31	746	2	
747	31	747	2	
748	31	748	2	
749	31	749	2	
750	31	750	2	
751	31	751	2	
752	31	752	2	
753	31	753	2	
754	31	754	2	
755	31	755	2	
756	31	756	2	
757	31	757	2	
758	30	758	2	
759	30	759	2	
760	30	760	3	
761	30	761	3	
762	30	762	3	
763	30	763	3	
764	30	764	3	
765	30	765	2	
766	30	766	2	
767	30	767	2	
768	30	768	2	
769	30	769	2	
770	30	770	2	
771	30	771	2	
772	30	772	2	
773	30	773	2	
774	30	774	2	
775	30	775	2	
776	30	776	2	
777	30	777	2	
778	30	778	2	
779	30	779	2	
780	30	780	2	
781	30	781	2	
782	30	782	2	
783	29	783	2	
784	29	784	2	
785	29	785	3	
786	29	786	3	
787	29	787	3	
788	29	788	3	
789	29	789	3	
790	29	790	3	
791	29	791	2	
792	29	792	2	
793	29	793	2	
794	29	794	2	
795	28	795	2	
796	28	796	2	
797	28	797	2	
798	28	798	2	
799	28	799	2	
800	28	800	2	
801	28	801	1	
802	28	802	1	
803	28	803	1	
804	28	804	1	
805	28	805	1	
806	28	806	1	
807	28	807	1	
808	28	808	1	
809	28	809	1	
810	28	810	1	
811	28	811	1	
812	28	812	1	
813	28	813	1	
814	28	814	1	
815	28	815	1	
816	28	816	1	
817	28	817	1	
818	28	818	1	
819	27	819	1	
820	27	820	1	
821	27	821	1	
822	27	822	1	
823	27	823	1	
824	26	824	1	
825	26	825	1	
826	26	826	1	
827	26	827	1	
828	25	828	1	
829	25	829	1	
830	25	830	1	
831	25	831	1	
832	24	832	1	
833	24	833	1	
834	24	834	1	
835	24	835	1	
836	24	836	1	
837	24	837	1	
838	23	838	1	
839	23	839	1	
840	23	840	1	
841	23	841	1	
842	23	842	1	
843	23	843	1	
844	22	844	1	
845	22	845	1	
846	22	846	1	
847	22	847	1	
848	21	848	1	
849	21	849	1	
850	21	850	1	
851	21	851	0	
852	20	852	0	
853	20	853	0	
854	20	854	0	
855	20	855	0	
856	20	856	0	
857	19	857	0	
858	19	858	-1	
859	19	859	-1	
860	19	860	-1	
861	19	861	-1	
862	19	862	-1	
863	19	863	-2	
864	19	864	-2	
865	19	865	-2	
866	19	866	-2	
867	19	867	-2	
868	19	868	-3	
869	19	869	-3	
870	18	870	-3	
871	18	871	-3	
872	18	872	-3	
873	18	873	-3	
874	18	874	-3	
875	18	875	-3	
876	17	876	-3	
877	17	877	-3	
878	17	878	-3	
879	17	879	-3	
880	17	880	-3	
881	17	881	-3	
882	16	882	-3	
883	16	883	-3	
884	16	884	-3	
885	16	885	-3	
886	15	886	-2	
887	15	887	-2	
888	15	888	-2	
889	15	889	-2	
890	14	890	-3	
891	14	891	-3	
892	14	892	-3	
893	14	893	-3	
894	13	894	-3	
895	13	895	-3	
896	13	896	-3	
897	13	897	-3	
898	13	898	-3	
899	13	899	-3	
900	13	900	-3	
901	12	901	-3	
902	12	902	-3	
903	12	903	-3	
904	12	904	-3	
905	12	905	-3	
906	12	906	-3	
907	11	907	-3	
908	11	908	-3	
909	11	909	-3	
910	11	910	-3	
911	10	911	-3	
912	10	912	-3	
913	10	913	-3	
914	10	914	-3	
915	9	915	-3	
916	9	916	-3	
917	9	917	-3	
918	9	918	-3	
919	8	919	-3	
920	8	920	-3	
921	8	921	-3	
922	8	922	-3	
923	7	923	-3	
924	7	924	-3	
925	7	925	-3	
926	7	926	-3	
927	6	927	-3	
928	6	928	-3	
929	6	929	-3	
930	6	930	-3	
931	6	931	-3	
932	5	932	-3	
933	5	933	-3	
934	5	934	-3	
935	5	935	-3	
936	5	936	-3	
937	5	937	-3	
938	4	938	-3	
939	4	939	-3	
940	4	940	-3	
941	4	941	-3	
942	4	942	-3	
943	4	943	-3	
944	3	944	-3	
945	3	945	-3	
946	3	946	-3	
947	3	947	-3	
948	2	948	-3	
949	2	949	-3	
950	2	950	-3	
951	2	951	-3	
952	2	952	-3	
953	1	953	-3	
954	1	954	-3	
955	1	955	-3	
956	1	956	-3	
957	0	957	-3	
958	0	958	-3	
959	0	959	-3	
960	0	960	-3	
961	-1	961	-3	
962	-1	962	-3	
963	-1	963	-3	
964	-1	964	-3	
965	-2	965	-3	
966	-2	966	-3	
967	-2	967	-3	
968	-2	968	-3	
969	-3	969	-3	
970	-3	970	-3	
971	-3	971	-3	
972	-3	972	-3	
973	-4	973	-3	
974	-4	974	-3	
975	-4	975	-3	
976	-4	976	-3	
977	-5	977	-3	
978	-5	978	-3	
979	-5	979	-3	
980	-5	980	-3	
981	-5	981	-3	
982	-6	982	-3	
983	-6	983	-3	
984	-6	984	-3	
985	-6	985	-3	
986	-6	986	-3	
987	-6	987	-3	
988	-7	988	-3	
989	-7	989	-4	
990	-7	990	-4	
991	-7	991	-4	
992	-7	992	-4	
993	-7	993	-4	
994	-8	994	-4	
995	-8	995	-4	
996	-8	996	-4	
997	-8	997	-4	
998	-8	998	-4	
999	-8	999	-4	
1000	-8	1000	-4	
1001	-9	1001	-4	
1002	-9	1002	-4	
1003	-9	1003	-4	
1004	-9	1004	-5	
1005	-9	1005	-5	
1006	-9	1006	-5	
1007	-10	1007	-5	
1008	-10	1008	-4	
1009	-10	1009	-4	
1010	-10	1010	-4	
1011	-11	1011	-4	
1012	-11	1012	-4	
1013	-11	1013	-4	
1014	-11	1014	-4	
1015	-12	1015	-4	
1016	-12	1016	-4	
1017	-12	1017	-4	
1018	-12	1018	-4	
1019	-13	1019	-4	
1020	-13	1020	-4	
1021	-13	1021	-4	
1022	-13	1022	-4	
1023	-13	1023	-3	
1024	-13	1024	-3	
1025	-14	1025	-3	
1026	-14	1026	-3	
1027	-14	1027	-4	
1028	-14	1028	-4	
1029	-14	1029	-4	
1030	-14	1030	-4	
1031	-14	1031	-4	
1032	-15	1032	-4	
1033	-15	1033	-4	
1034	-15	1034	-4	
1035	-15	1035	-4	
1036	-15	1036	-4	
1037	-15	1037	-4	
1038	-15	1038	-4	
1039	-16	1039	-4	
1040	-16	1040	-4	
1041	-16	1041	-4	
1042	-16	1042	-4	
1043	-16	1043	-4	
1044	-17	1044	-4	
1045	-17	1045	-4	
1046	-17	1046	-4	
1047	-17	1047	-4	
1048	-18	1048	-3	
1049	-18	1049	-3	
1050	-18	1050	-3	
1051	-18	1051	-3	
1052	-19	1052	-3	
1053	-19	1053	-3	
1054	-19	1054	-3	
1055	-19	1055	-3	
1056	-19	1056	-3	
1057	-20	1057	-3	
1058	-20	1058	-3	
1059	-20	1059	-3	
1060	-20	1060	-3	
1061	-20	1061	-3	
1062	-20	1062	-3	
1063	-21	1063	-3	
1064	-21	1064	-3	
1065	-21	1065	-3	
1066	-21	1066	-3	
1067	-21	1067	-3	
1068	-21	1068	-3	
1069	-22	1069	-3	
1070	-22	1070	-3	
1071	-22	1071	-3	
1072	-22	1072	-3	
1073	-22	1073	-2	
1074	-22	1074	-2	
1075	-22	1075	-2	
1076	-23	1076	-2	
1077	-23	1077	-2	
1078	-23	1078	-2	
1079	-23	1079	-2	
1080	-23	1080	-2	
1081	-23	1081	-2	
1082	-24	1082	-2	
1083	-24	1083	-2	
1084	-24	1084	-2	
1085	-24	1085	-2	
1086	-25	1086	-2	
1087	-25	1087	-2	
1088	-25	1088	-2	
1089	-25	1089	-2	
1090	-26	1090	-2	
1091	-26	1091	-2	
1092	-26	1092	-2	
1093	-26	1093	-2	
1094	-27	1094	-2	
1095	-27	1095	-2	
1096	-27	1096	-2	
1097	-27	1097	-2	
1098	-27	1098	-2	
1099	-27	1099	-2	
1100	-28	1100	-2	
1101	-28	1101	-2	
1102	-28	1102	-2	
1103	-28	1103	-2	
1104	-28	1104	-2	
1105	-28	1105	-2	
1106	-28	1106	-2	
1107	-29	1107	-2	
1108	-29	1108	-2	
1109	-29	1109	-2	
1110	-29	1110	-2	
1111	-29	1111	-2	
1112	-29	1112	-2	
1113	-29	1113	-2	
1114	-29	1114	-2	
1115	-29	1115	-2	
1116	-29	1116	-2	
1117	-29	1117	-2	
1118	-29	1118	-2	
1119	-29	1119	-2	
1120	-29	1120	-2	
1121	-29	1121	-2	
1122	-29	1122	-2	
1123	-29	1123	-2	
1124	-29	1124	-2	
1125	-29	1125	-2	
1126	-29	1126	-2	
1127	-29	1127	-2	
1128	-29	1128	-2	
1129	-29	1129	-2	
1130	-29	1130	-2	
1131	-29	1131	-2	
1132	-29	1132	-2	
1133	-29	1133	-2	
1134	-30	1134	-2	
1135	-30	1135	-2	
1136	-30	1136	-2	
1137	-30	1137	-2	
1138	-30	1138	-2	
1139	-30	1139	-2	
1140	-30	1140	-2	
1141	-30	1141	-2	
1142	-30	1142	-2	
1143	-30	1143	-2	
1144	-31	1144	-2	
1145	-31	1145	-2	
1146	-31	1146	-2	
1147	-31	1147	-2	
1148	-31	1148	-2	
1149	-31	1149	-2	
1150	-32	1150	-2	
1151	-32	1151	-2	
1152	-32	1152	-2	
1153	-32	1153	-2	
1154	-32	1154	-2	
1155	-32	1155	-2	
1156	-32	1156	-2	
1157	-33	1157	-2	
1158	-33	1158	-2	
1159	-33	1159	-2	
1160	-33	1160	-2	
1161	-33	1161	-2	
1162	-33	1162	-2	
1163	-33	1163	-2	
1164	-33	1164	-2	
1165	-33	1165	-2	
1166	-33	1166	-2	
1167	-33	1167	-3	
1168	-33	1168	-3	
1169	-33	1169	-3	
1170	-33	1170	-3	
1171	-33	1171	-2	
1172	-33	1172	-2	
1173	-33	1173	-2	
1174	-33	1174	-2	
1175	-33	1175	-2	
1176	-33	1176	-2	
1177	-33	1177	-2	
1178	-33	1178	-2	
1179	-33	1179	-2	
1180	-33	1180	-2	
1181	-33	1181	-1	
1182	-33	1182	-1	
1183	-33	1183	-1	
1184	-33	1184	-1	
1185	-33	1185	-1	
1186	-33	1186	-1	
1187	-33	1187	0	
1188	-33	1188	0	
1189	-33	1189	0	
1190	-33	1190	0	
1191	-33	1191	0	
1192	-33	1192	0	
1193	-33	1193	0	
1194	-33	1194	0	
1195	-33	1195	0	
1196	-33	1196	0	
1197	-33	1197	0	
1198	-33	1198	0	
1199	-33	1199	0	
1200	-33	1200	0	
1201	-33	1201	0	
1202	-33	1202	0	
1203	-33	1203	0	
1204	-33	1204	0	
1205	-33	1205	0	
1206	-33	1206	0	
1207	-33	1207	0	
1208	-33	1208	0	
1209	-33	1209	0	
1210	-33	1210	0	
1211	-33	1211	1	
1212	-33	1212	1	
1213	-33	1213	1	
1214	-33	1214	1	
1215	-33	1215	1	
1216	-33	1216	1	
1217	-33	1217	1	
1218	-33	1218	1	
1219	-33	1219	1	
1220	-33	1220	1	
1221	-33	1221	1	
1222	-33	1222	1	
1223	-33	1223	1	
1224	-33	1224	1	
1225	-33	1225	1	
1226	-33	1226	0	
1227	-33	1227	0	
1228	-33	1228	0	
1229	-33	1229	0	
1230	-32	1230	0	
1231	-32	1231	0	
1232	-32	1232	0	
1233	-32	1233	0	
1234	-32	1234	0	
1235	-32	1235	0	
1236	-32	1236	0	
1237	-31	1237	0	
1238	-31	1238	0	
1239	-31	1239	0	
1240	-31	1240	0	
1241	-31	1241	0	
1242	-31	1242	0	
1243	-30	1243	1	
1244	-30	1244	1	
1245	-30	1245	1	
1246	-30	1246	1	
1247	-30	1247	1	
1248	-30	1248	1	
1249	-30	1249	2	
1250	-30	1250	2	
1251	-30	1251	2	
1252	-30	1252	2	
1253	-29	1253	2	
1254	-29	1254	2	
1255	-29	1255	2	
1256	-29	1256	2	
1257	-29	1257	2	
1258	-29	1258	2	
1259	-29	1259	2	
1260	-29	1260	2	
1261	-29	1261	2	
1262	-29	1262	2	
1263	-29	1263	2	
1264	-29	1264	1	
1265	-29	1265	1	
1266	-29	1266	1	
1267	-29	1267	1	
1268	-29	1268	1	
1269	-29	1269	1	
1270	-29	1270	1	
1271	-29	1271	1	
1272	-29	1272	1	
1273	-29	1273	1	
1274	-29	1274	1	
1275	-29	1275	1	
1276	-29	1276	1	
1277	-29	1277	1	
1278	-29	1278	1	
1279	-29	1279	1	
1280	-28	1280	1	
1281	-28	1281	1	
1282	-28	1282	1	
1283	-28	1283	1	
1284	-28	1284	1	
1285	-27	1285	1	
1286	-27	1286	2	
1287	-27	1287	2	
1288	-27	1288	2	
1289	-26	1289	2	
1290	-26	1290	2	
1291	-26	1291	2	
1292	-26	1292	2	
1293	-25	1293	2	
1294	-25	1294	2	
1295	-25	1295	2	
1296	-25	1296	2	
1297	-25	1297	2	
1298	-25	1298	2	
1299	-25	1299	2	
1300	-25	1300	2	
1301	-25	1301	2	
1302	-25	1302	2	
1303	-25	1303	2	
1304	-25	1304	2	
1305	-24	1305	3	
1306	-24	1306	3	
1307	-24	1307	3	
1308	-24	1308	3	
1309	-24	1309	3	
1310	-23	1310	3	
1311	-23	1311	4	
